order_id,date,product,region,quantity,unit_price,discount,customer_id
ORD-0399,2025-04-10,Tablet,South,9,449,0,CUST-0205
ORD-0400,2025-05-02,Tablet,South,7,449,0.1,CUST-0226
ORD-0401,2025-06-21,Laptop,West,9,999,0,CUST-0278
ORD-0402,2025-07-05,Headphones,East,7,149,0,CUST-0293
ORD-0403,2025-08-08,Monitor,South,5,349,0.2,CUST-0281
ORD-0404,2025-08-02,Phone,West,7,699,0.1,CUST-0235
ORD-0405,2025-07-08,Phone,East,4,699,0,CUST-0265
ORD-0406,2025-08-28,Laptop,East,2,999,0.1,CUST-0285
ORD-0407,2025-01-09,Phone,West,10,699,0.1,CUST-0110
ORD-0408,2025-04-26,Laptop,South,8,999,0,CUST-0185
ORD-0409,2025-01-07,Tablet,South,2,449,0.15,CUST-0293
ORD-0410,2025-04-23,Headphones,South,7,149,0,CUST-0241
ORD-0411,2025-05-13,Tablet,West,9,449,0.15,CUST-0191
ORD-0412,2025-05-12,Tablet,West,8,449,0,CUST-0284
ORD-0413,2025-06-07,Headphones,East,6,149,0.05,CUST-0111
ORD-0414,2025-04-24,Monitor,South,1,349,0,CUST-0241
ORD-0415,2025-10-24,Monitor,West,5,349,0,CUST-0150
ORD-0416,2025-04-13,Tablet,South,8,449,0.1,CUST-0267
ORD-0417,2025-05-25,Tablet,West,8,449,0.05,CUST-0143
ORD-0418,2025-03-05,Tablet,West,3,449,0.1,CUST-0264
ORD-0419,2025-09-02,Laptop,North,1,999,0.2,CUST-0101
ORD-0420,2025-03-27,Headphones,South,2,149,0.15,CUST-0138
ORD-0421,2025-04-17,Laptop,West,6,999,0,CUST-0258
ORD-0422,2025-08-22,Monitor,West,1,349,0,CUST-0236
ORD-0423,2025-07-01,Monitor,North,9,349,0.15,CUST-0170
ORD-0424,2025-05-01,Monitor,West,3,349,0,CUST-0124
ORD-0425,2025-03-08,Monitor,South,10,349,0.1,CUST-0164
ORD-0426,2025-05-26,Tablet,West,2,449,0,CUST-0203
ORD-0427,2025-10-08,Headphones,South,5,149,0.15,CUST-0120
ORD-0428,2025-02-13,Laptop,West,7,999,0.1,CUST-0221
ORD-0429,2025-11-01,Laptop,South,2,999,0.05,CUST-0211
ORD-0430,2025-10-28,Tablet,North,9,449,0,CUST-0158
ORD-0431,2025-12-19,Phone,West,5,699,0,CUST-0119
ORD-0432,2025-09-19,Tablet,North,3,449,0.2,CUST-0180
ORD-0433,2025-04-19,Laptop,South,7,999,0,CUST-0176
ORD-0434,2025-10-08,Phone,West,9,699,0,CUST-0198
ORD-0435,2025-12-24,Phone,North,9,699,0.15,CUST-0188
ORD-0436,2025-02-14,Laptop,South,2,999,0,CUST-0254
ORD-0437,2025-10-13,Monitor,East,1,349,0.15,CUST-0169
ORD-0438,2025-08-08,Headphones,East,9,149,0.05,CUST-0210
ORD-0439,2025-11-19,Phone,West,2,699,0.2,CUST-0258
ORD-0440,2025-04-23,Tablet,North,2,449,0,CUST-0139
ORD-0441,2025-12-26,Headphones,South,7,149,0,CUST-0192
ORD-0442,2025-02-01,Laptop,East,8,999,0,CUST-0294
ORD-0443,2025-02-05,Tablet,North,3,449,0.05,CUST-0214
ORD-0444,2025-09-17,Monitor,West,2,349,0,CUST-0122
ORD-0445,2025-09-03,Tablet,East,7,449,0,CUST-0174
ORD-0446,2025-07-25,Headphones,North,9,149,0,CUST-0246
ORD-0447,2025-03-22,Monitor,West,3,349,0,CUST-0168
ORD-0448,2025-05-16,Tablet,South,2,449,0,CUST-0211
ORD-0449,2025-07-10,Tablet,West,2,449,0,CUST-0164
ORD-0450,2025-12-21,Phone,West,10,699,0.1,CUST-0150
ORD-0451,2025-02-05,Headphones,East,1,149,0.05,CUST-0185
ORD-0452,2025-07-26,Monitor,East,8,349,0,CUST-0210
ORD-0453,2025-03-10,Monitor,East,10,349,0.15,CUST-0151
ORD-0454,2025-06-06,Headphones,West,6,149,0,CUST-0288
ORD-0455,2025-10-26,Headphones,South,6,149,0.05,CUST-0171
ORD-0456,2025-06-04,Headphones,South,10,149,0.1,CUST-0146
ORD-0457,2025-01-24,Monitor,West,4,349,0.05,CUST-0174
ORD-0458,2025-07-22,Laptop,West,3,999,0.15,CUST-0177
ORD-0459,2025-05-22,Phone,South,7,699,0.2,CUST-0196
ORD-0460,2025-08-20,Laptop,West,10,999,0.05,CUST-0236
ORD-0461,2025-12-14,Monitor,North,6,349,0.15,CUST-0237
ORD-0462,2025-11-03,Monitor,North,4,349,0.15,CUST-0270
ORD-0463,2025-03-21,Tablet,North,10,449,0.15,CUST-0273
ORD-0464,2025-06-26,Headphones,West,2,149,0,CUST-0125
ORD-0465,2025-04-17,Tablet,South,8,449,0,CUST-0200
ORD-0466,2025-11-19,Headphones,South,6,149,0,CUST-0223
ORD-0467,2025-05-14,Laptop,North,2,999,0.2,CUST-0286
ORD-0468,2025-06-10,Phone,East,8,699,0.2,CUST-0152
ORD-0469,2025-08-12,Monitor,West,2,349,0.05,CUST-0284
ORD-0470,2025-06-03,Headphones,East,1,149,0.2,CUST-0281
ORD-0471,2025-01-28,Laptop,East,2,999,0.15,CUST-0142
ORD-0472,2025-09-06,Phone,South,6,699,0.1,CUST-0209
ORD-0473,2025-04-26,Headphones,West,3,149,0,CUST-0263
ORD-0474,2025-07-01,Headphones,South,8,149,0.1,CUST-0209
ORD-0475,2025-01-23,Headphones,South,4,149,0,CUST-0292
ORD-0476,2025-10-04,Laptop,South,6,999,0,CUST-0150
ORD-0477,2025-02-09,Headphones,West,9,149,0.15,CUST-0180
ORD-0478,2025-07-20,Monitor,West,10,349,0,CUST-0189
ORD-0479,2025-08-20,Tablet,South,5,449,0.1,CUST-0251
ORD-0480,2025-11-05,Laptop,East,2,999,0,CUST-0178
ORD-0481,2025-03-12,Laptop,South,9,999,0.05,CUST-0207
ORD-0482,2025-03-19,Monitor,West,7,349,0,CUST-0224
ORD-0483,2025-12-21,Monitor,South,9,349,0,CUST-0225
ORD-0484,2025-03-06,Tablet,East,8,449,0.1,CUST-0113
ORD-0485,2025-01-16,Tablet,South,4,449,0.2,CUST-0198
ORD-0486,2025-09-21,Monitor,West,7,349,0.15,CUST-0225
ORD-0487,2025-12-27,Headphones,West,8,149,0,CUST-0121
ORD-0488,2025-01-26,Monitor,South,5,349,0,CUST-0170
ORD-0489,2025-09-10,Phone,South,8,699,0.1,CUST-0290
ORD-0490,2025-09-17,Headphones,North,10,149,0,CUST-0168
ORD-0491,2025-06-18,Monitor,North,8,349,0.1,CUST-0155
ORD-0492,2025-02-24,Headphones,South,5,149,0.2,CUST-0108
ORD-0493,2025-05-12,Headphones,North,8,149,0.2,CUST-0130
ORD-0494,2025-04-26,Phone,East,10,699,0.15,CUST-0209
ORD-0495,2025-10-05,Phone,South,4,699,0.2,CUST-0115
ORD-0496,2025-06-18,Monitor,East,10,349,0.1,CUST-0143
ORD-0497,2025-12-10,Tablet,East,10,449,0,CUST-0231
ORD-0498,2025-03-25,Laptop,West,1,999,0,CUST-0267
ORD-0499,2025-12-28,Phone,South,4,699,0,CUST-0282
ORD-0500,2025-04-25,Tablet,West,8,449,0,CUST-0247
